hands,equity,cb,cb_bet200,cb_bet100,cb_bet50,cb_bet25,cb_check,f_bet200,f_bet100,f_bet50,f_bet25,f_check,ev,ev_bet200,ev_bet100,ev_bet50,ev_bet25,ev_check
KsKh,96.12,0.474,0,0,0.041,0.41,0.023,0,0,8.55,86.515,4.935,13.6595,12.4939,13.6529,13.6447,13.6611,13.6575
KsKc,96.12,0.474,0,0,0.041,0.41,0.023,0,0,8.55,86.515,4.935,13.6595,12.4939,13.6529,13.6447,13.6611,13.6575
KcKh,94.548,0.474,0,0,0.042,0.401,0.032,0,0,8.792,84.533,6.674,13.2128,12.2969,13.207,13.1983,13.2145,13.2105
8d8c,94.424,0.438,0,0,0.047,0.383,0.008,0,0.006,10.731,87.379,1.883,13.591,13.2904,13.591,13.5767,13.5928,13.5908
8d8h,94.424,0.438,0,0,0.047,0.383,0.008,0,0.006,10.731,87.379,1.883,13.591,13.2904,13.591,13.5767,13.5928,13.5908
8c8h,94.366,0.438,0,0,0.05,0.378,0.011,0,0,11.353,86.211,2.437,13.5427,13.3382,13.541,13.5271,13.5448,13.5422
AsKs,93.741,0.43,0,0,0.061,0.319,0.05,0.001,0.006,14.119,74.255,11.619,10.0916,10.0915,10.0914,10.0689,10.0965,10.0874
2d2h,92.972,0.43,0,0,0.051,0.378,0,0.006,0.024,11.971,87.999,0,11.9443,11.9446,11.9445,11.9267,11.9467,11.9106
2d2c,92.972,0.43,0,0,0.051,0.378,0,0.006,0.024,11.971,87.999,0,11.9443,11.9446,11.9445,11.9267,11.9467,11.9106
2c2h,92.927,0.43,0,0,0.06,0.369,0.001,0,0.02,14.026,85.818,0.136,11.8708,11.8641,11.8705,11.8501,11.8742,11.8705
Ks8c,91.62,0.24,0,0,0.023,0.204,0.013,0,0.007,9.38,85.167,5.446,9.3412,9.3386,9.3411,9.3262,9.343,9.3389
Ks8h,91.62,0.24,0,0,0.023,0.204,0.013,0,0.007,9.38,85.167,5.446,9.3412,9.3386,9.3411,9.3262,9.343,9.3389
Ks8d,91.59,0.24,0,0,0.019,0.208,0.013,0,0.001,7.909,86.57,5.52,9.2849,9.1704,9.2848,9.2712,9.2863,9.2823
KsQs,91.472,0.394,0,0,0.054,0.329,0.011,0.002,0.02,13.749,83.505,2.724,8.8968,8.8969,8.8966,8.8716,8.9009,8.8964
KsJs,90.76,0.45,0,0,0.052,0.369,0.029,0,0.001,11.621,81.961,6.416,8.7158,8.7066,8.7156,8.6941,8.719,8.7142
KsTs,90.156,0.428,0,0,0.054,0.343,0.031,0,0.004,12.596,80.212,7.188,8.6599,8.6545,8.6596,8.6365,8.6637,8.6579
Kc8h,89.969,0.24,0,0,0.029,0.203,0.008,0,0.006,12.013,84.722,3.258,8.9088,8.9084,8.9087,8.8927,8.9111,8.9078
Kh8c,89.969,0.24,0,0,0.029,0.203,0.008,0,0.006,12.013,84.722,3.258,8.9088,8.9084,8.9087,8.8927,8.9111,8.9078
Kc8d,89.937,0.24,0,0,0.025,0.202,0.013,0,0.016,10.379,84.21,5.394,8.8506,8.785,8.8507,8.8342,8.8528,8.8486
Kh8d,89.937,0.24,0,0,0.025,0.202,0.013,0,0.016,10.379,84.21,5.394,8.8506,8.785,8.8507,8.8342,8.8528,8.8486
Kc8c,89.852,0.308,0,0,0.024,0.269,0.015,0.014,0.03,7.719,87.326,4.911,8.8816,8.8817,8.8816,8.8691,8.8828,8.8805
Kh8h,89.852,0.308,0,0,0.024,0.269,0.015,0.014,0.029,7.719,87.327,4.911,8.8816,8.8817,8.8816,8.8691,8.8828,8.8805
Ks9s,89.598,0.44,0,0,0.063,0.337,0.04,0.005,0.006,14.376,76.526,9.086,8.4848,8.4847,8.4849,8.46,8.4898,8.4822
Ks7s,88.86,0.368,0,0,0.018,0.289,0.061,0,0,4.945,78.573,16.481,8.2791,8.174,8.254,8.2663,8.2818,8.2701
AsKc,88.707,0.446,0,0,0.018,0.37,0.058,0,0,4.049,82.853,13.097,7.0325,7.007,6.9989,7.0262,7.0337,7.0267
AsKh,88.707,0.446,0,0,0.018,0.37,0.058,0,0,4.049,82.853,13.097,7.0325,7.007,6.9989,7.0262,7.0337,7.0267
Ks6s,88.692,0.498,0,0,0.032,0.403,0.063,0,0,6.436,80.921,12.643,8.2359,8.1964,8.2167,8.2217,8.2381,8.2289
Ks3s,88.545,0.458,0,0,0.014,0.376,0.068,0,0,3.025,82.082,14.893,8.2697,8.1967,8.1897,8.2635,8.2711,8.2633
Ks5s,88.544,0.466,0,0,0.021,0.376,0.069,0,0,4.456,80.761,14.783,8.1279,8.0664,8.1019,8.1184,8.1297,8.1205
Ks4s,88.52,0.532,0,0,0.018,0.438,0.076,0,0,3.362,82.34,14.298,8.1727,8.1069,8.1067,8.1665,8.1741,8.1664
AdKs,88.355,0.446,0,0,0.028,0.371,0.047,0,0,6.347,83.204,10.449,6.9882,6.983,6.9817,6.9757,6.9898,6.9829
AhKs,88.173,0.446,0,0,0.02,0.373,0.054,0,0.007,4.44,83.556,11.996,6.9766,6.9763,6.9767,6.9668,6.9778,6.9715
AcKs,88.173,0.446,0,0,0.02,0.373,0.054,0,0.007,4.44,83.556,11.996,6.9766,6.9763,6.9767,6.9668,6.9778,6.9715
Kh2h,88.08,0.576,0,0,0.034,0.465,0.077,0,0,5.986,80.693,13.32,8.007,7.7526,8.0027,7.9961,8.0089,8.0007
Kc2c,88.08,0.576,0,0,0.034,0.465,0.077,0,0,5.986,80.693,13.32,8.007,7.7526,8.0027,7.9961,8.0089,8.0007
AsAd,87.412,0.436,0,0,0.04,0.362,0.035,0.001,0.01,9.085,82.916,7.987,7.2112,7.2111,7.2109,7.1992,7.2128,7.2075
AsAc,87.245,0.436,0,0,0.026,0.387,0.023,0,0.003,5.962,88.82,5.215,7.2134,7.2123,7.213,7.2033,7.2142,7.2111
AsAh,87.245,0.436,0,0,0.026,0.387,0.023,0,0.003,5.962,88.82,5.215,7.2134,7.2123,7.213,7.2033,7.2142,7.2111
AdKh,86.335,0.446,0,0,0.024,0.376,0.046,0,0.001,5.458,84.281,10.261,6.473,6.472,6.473,6.4612,6.4742,6.4693
AdKc,86.335,0.446,0,0,0.024,0.376,0.046,0,0.001,5.458,84.281,10.261,6.473,6.472,6.473,6.4612,6.4742,6.4693
AhKh,86.153,0.43,0,0,0.031,0.358,0.041,0.001,0.001,7.308,83.185,9.505,6.4611,6.4612,6.461,6.448,6.4627,6.4577
AcKc,86.153,0.43,0,0,0.031,0.358,0.041,0.001,0.001,7.308,83.185,9.505,6.4612,6.4613,6.4612,6.4486,6.4627,6.4578
AcKh,86.153,0.446,0,0,0.029,0.373,0.044,0,0.002,6.42,83.652,9.926,6.4613,6.4612,6.461,6.448,6.4627,6.4577
AhKc,86.153,0.446,0,0,0.029,0.373,0.044,0,0.002,6.42,83.651,9.926,6.4613,6.4613,6.4612,6.4486,6.4627,6.4578
KhQs,85.88,0.45,0,0,0.051,0.344,0.055,0,0,11.392,76.496,12.112,6.3536,6.3388,6.3507,6.3337,6.3574,6.3481
KcQs,85.88,0.45,0,0,0.051,0.344,0.055,0,0,11.392,76.496,12.112,6.3536,6.3388,6.3507,6.3337,6.3574,6.3481
KsQd,85.769,0.45,0,0,0.064,0.367,0.019,0,0.005,14.247,81.591,4.157,6.4973,6.4902,6.4972,6.4787,6.5006,6.4956
KsQc,85.49,0.45,0,0,0.038,0.4,0.012,0,0.005,8.39,88.988,2.618,6.477,6.4744,6.477,6.4621,6.4785,6.4761
KsQh,85.49,0.45,0,0,0.038,0.4,0.012,0,0.005,8.39,88.988,2.618,6.477,6.4744,6.477,6.4621,6.4785,6.4761
AdAc,84.779,0.436,0,0,0.033,0.346,0.056,0.003,0.01,7.626,79.468,12.893,6.6108,6.6105,6.6106,6.5966,6.6129,6.6057
AdAh,84.779,0.436,0,0,0.033,0.346,0.056,0.003,0.01,7.626,79.468,12.893,6.6102,6.6105,6.6106,6.5966,6.6122,6.6057
KsJd,84.701,0.444,0,0,0.024,0.393,0.027,0,0,5.355,88.559,6.086,6.0423,6.0241,6.0406,6.0342,6.0429,6.0392
KhJs,84.68,0.444,0,0,0.016,0.348,0.08,0,0,3.591,78.382,18.027,5.8805,5.8447,5.8781,5.8732,5.8828,5.8723
KcJs,84.68,0.444,0,0,0.016,0.348,0.08,0,0,3.591,78.382,18.027,5.8805,5.8447,5.8781,5.8732,5.8828,5.8723
AcAh,84.612,0.436,0,0,0.047,0.322,0.066,0,0.025,10.884,73.901,15.189,6.6088,6.6087,6.609,6.5921,6.6122,6.6041
KsJh,84.484,0.444,0,0,0.023,0.383,0.038,0,0.002,5.163,86.278,8.557,6.0284,6.0132,6.0285,6.0177,6.0294,6.0245
KsJc,84.484,0.444,0,0,0.023,0.383,0.038,0,0.002,5.163,86.278,8.557,6.0284,6.0132,6.0285,6.0177,6.0294,6.0245
KsTd,83.679,0.418,0,0,0.016,0.376,0.026,0,0,3.943,89.856,6.201,5.7464,5.6931,5.7428,5.7395,5.747,5.7424
KcQd,83.647,0.45,0,0,0.074,0.355,0.022,0,0.009,16.413,78.795,4.784,5.9536,5.9532,5.9533,5.9314,5.9583,5.9522
KhQd,83.647,0.45,0,0,0.074,0.355,0.022,0,0.009,16.413,78.795,4.784,5.9536,5.9532,5.9533,5.9314,5.9583,5.9522
KsTh,83.507,0.418,0,0,0.017,0.354,0.048,0,0,4.009,84.597,11.393,5.7245,5.6767,5.7242,5.7169,5.7255,5.7196
KsTc,83.507,0.418,0,0,0.017,0.354,0.048,0,0,4.009,84.598,11.393,5.7245,5.6767,5.7242,5.7169,5.7255,5.7196
KcQc,83.436,0.394,0,0,0.046,0.339,0.009,0.001,0.001,11.671,86.087,2.241,5.9434,5.9433,5.9432,5.9251,5.9459,5.9431
KhQh,83.436,0.394,0,0,0.046,0.339,0.009,0.001,0.001,11.671,86.087,2.241,5.9434,5.9433,5.9432,5.9251,5.9459,5.9431
KcTs,83.402,0.418,0,0,0.014,0.321,0.083,0,0,3.395,76.844,19.761,5.4956,5.3969,5.4935,5.4882,5.4983,5.4863
KhTs,83.402,0.418,0,0,0.014,0.321,0.083,0,0,3.395,76.844,19.761,5.4956,5.3969,5.4935,5.4882,5.4983,5.4863
KcQh,83.367,0.45,0,0,0.05,0.389,0.012,0.001,0.006,11.03,86.338,2.625,5.9344,5.9342,5.9341,5.9163,5.9367,5.9338
KhQc,83.367,0.45,0,0,0.05,0.389,0.012,0.001,0.006,11.03,86.338,2.625,5.9344,5.9342,5.9341,5.9163,5.9367,5.9338
Ks9d,82.764,0.46,0,0,0.017,0.403,0.041,0,0,3.616,87.533,8.851,5.5125,5.4465,5.5088,5.5064,5.5134,5.5055
Ks9c,82.625,0.46,0,0,0.018,0.367,0.075,0,0,3.859,79.792,16.349,5.5154,5.4356,5.5127,5.508,5.5171,5.5086
Ks9h,82.625,0.46,0,0,0.018,0.367,0.075,0,0,3.859,79.792,16.349,5.5154,5.4356,5.5127,5.508,5.5171,5.5086
KhJd,82.591,0.444,0,0,0.039,0.338,0.068,0,0.001,8.73,76.049,15.221,5.5079,5.4878,5.508,5.4915,5.5111,5.5014
KcJd,82.591,0.444,0,0,0.039,0.338,0.068,0,0.001,8.73,76.049,15.221,5.5079,5.4878,5.508,5.4915,5.5111,5.5014
Kh9s,82.536,0.46,0,0,0.04,0.317,0.103,0,0,8.74,68.972,22.288,5.2703,5.1195,5.2702,5.2556,5.2756,5.2599
Kc9s,82.536,0.46,0,0,0.04,0.317,0.103,0,0,8.74,68.972,22.288,5.2703,5.1195,5.2702,5.2556,5.2756,5.2599
KcJc,82.399,0.45,0,0,0.051,0.346,0.053,0,0.003,11.364,76.956,11.677,5.4941,5.4804,5.494,5.4762,5.4975,5.4891
KhJh,82.399,0.45,0,0,0.051,0.346,0.053,0,0.003,11.364,76.956,11.677,5.4941,5.4804,5.494,5.4762,5.4975,5.4891
KhJc,82.373,0.444,0,0,0.053,0.337,0.055,0,0.006,11.88,75.798,12.316,5.4911,5.4789,5.4911,5.4735,5.4947,5.4861
KcJh,82.373,0.444,0,0,0.053,0.337,0.055,0,0.006,11.88,75.798,12.316,5.4911,5.4789,5.4911,5.4735,5.4947,5.4861
KhTd,81.595,0.418,0,0,0.026,0.329,0.063,0,0,6.257,78.712,15.031,5.2137,5.1142,5.2102,5.2019,5.2161,5.2061
KcTd,81.595,0.418,0,0,0.026,0.329,0.063,0,0,6.257,78.712,15.031,5.2137,5.1142,5.2102,5.2019,5.2161,5.2061
KhTh,81.435,0.428,0,0,0.03,0.341,0.057,0,0,6.927,79.706,13.367,5.1926,5.1096,5.1919,5.1796,5.1947,5.1864
KcTc,81.435,0.428,0,0,0.03,0.341,0.057,0,0,6.927,79.706,13.367,5.1926,5.1099,5.1919,5.1796,5.1947,5.1864
KhTc,81.422,0.418,0,0,0.028,0.333,0.057,0,0,6.728,79.669,13.603,5.1914,5.1099,5.1908,5.1785,5.1936,5.1851
KcTh,81.422,0.418,0,0,0.028,0.333,0.057,0,0,6.728,79.669,13.603,5.1914,5.1096,5.1908,5.1785,5.1936,5.1851
Kh9d,80.703,0.46,0,0,0.019,0.343,0.098,0,0,4.063,74.659,21.279,4.9916,4.8327,4.9878,4.9808,4.9954,4.9801
Kc9d,80.703,0.46,0,0,0.019,0.343,0.098,0,0,4.063,74.659,21.279,4.9916,4.8327,4.9878,4.9808,4.9954,4.9801
Kc9h,80.563,0.46,0,0,0.026,0.342,0.092,0,0,5.638,74.305,20.057,4.9889,4.8221,4.9863,4.9774,4.9922,4.98
Kh9c,80.563,0.46,0,0,0.026,0.342,0.092,0,0,5.638,74.305,20.057,4.9889,4.8221,4.9863,4.9774,4.9922,4.98
Kc9c,80.536,0.44,0,0,0.026,0.326,0.088,0,0,5.943,74.001,20.056,4.9865,4.8235,4.9839,4.975,4.9898,4.9774
Kh9h,80.536,0.44,0,0,0.026,0.326,0.088,0,0,5.943,74.001,20.056,4.9865,4.8235,4.9839,4.975,4.9898,4.9774
Kh7h,79.54,0.368,0,0,0.005,0.236,0.128,0,0,1.249,64.043,34.708,4.8393,4.4208,4.7296,4.8373,4.8458,4.8274
Kc7c,79.54,0.368,0,0,0.005,0.236,0.128,0,0,1.249,64.043,34.708,4.8393,4.4208,4.7296,4.8373,4.8458,4.8274
Kh6h,79.253,0.498,0,0,0.007,0.308,0.183,0,0,1.374,61.88,36.746,4.7736,4.3279,4.665,4.771,4.7812,4.7609
Kc6c,79.253,0.498,0,0,0.007,0.308,0.183,0,0,1.374,61.88,36.746,4.7736,4.3279,4.665,4.771,4.7812,4.7609
Kc5c,79.168,0.466,0,0,0.009,0.309,0.148,0,0,1.881,66.346,31.772,4.7845,4.2714,4.6712,4.7808,4.7907,4.7716
Kh5h,79.168,0.466,0,0,0.009,0.309,0.148,0,0,1.881,66.346,31.772,4.7845,4.2714,4.6712,4.7808,4.7907,4.7716
Kc4c,79.111,0.532,0,0,0.01,0.373,0.149,0,0,1.907,70.13,27.963,4.7684,4.2149,4.6185,4.7639,4.774,4.7548
Kh4h,79.111,0.532,0,0,0.01,0.373,0.149,0,0,1.907,70.13,27.963,4.7684,4.2149,4.6185,4.7639,4.774,4.7548
Kh3h,79.111,0.458,0,0,0.012,0.32,0.125,0,0,2.68,69.941,27.379,4.762,4.1987,4.5947,4.7557,4.7677,4.748
Kc3c,79.111,0.458,0,0,0.012,0.32,0.125,0,0,2.68,69.94,27.379,4.762,4.1987,4.5947,4.7557,4.7677,4.748
QsQd,77.406,0.452,0,0,0.015,0.375,0.063,0,0,3.209,82.904,13.886,4.7321,3.9259,4.5734,4.7234,4.734,4.7222
QsQc,77.069,0.452,0,0,0.005,0.375,0.072,0,0,1.179,82.978,15.843,4.6888,3.9273,4.5042,4.6857,4.6908,4.6783
QsQh,77.069,0.452,0,0,0.005,0.375,0.072,0,0,1.179,82.978,15.843,4.6888,3.9273,4.5042,4.6857,4.6908,4.6783
JsJd,76.085,0.44,0,0,0.026,0.372,0.042,0,0,6,84.537,9.463,4.5399,3.8843,4.471,4.529,4.5414,4.5332
JsJc,75.856,0.44,0,0,0.013,0.377,0.05,0,0,2.939,85.674,11.387,4.508,3.8725,4.4242,4.5011,4.5092,4.5006
JsJh,75.856,0.44,0,0,0.013,0.377,0.05,0,0,2.939,85.674,11.387,4.508,3.8725,4.4242,4.5011,4.5092,4.5006
As8c,75.014,0.288,0,0,0.007,0.269,0.012,0,0,2.332,93.493,4.175,4.66,4.3505,4.657,4.6493,4.6603,4.6589
As8h,75.014,0.288,0,0,0.007,0.269,0.012,0,0,2.332,93.493,4.175,4.66,4.3505,4.657,4.6493,4.6603,4.6589
As8d,74.998,0.288,0,0,0.044,0.231,0.012,0,0,15.304,80.371,4.326,4.6661,4.2012,4.666,4.6421,4.6708,4.6638
QdQc,74.581,0.452,0,0,0.006,0.229,0.217,0,0,1.287,50.749,47.964,4.1696,3.4124,3.9565,4.1685,4.181,4.1575
QdQh,74.581,0.452,0,0,0.006,0.229,0.217,0,0,1.287,50.749,47.964,4.1696,3.4124,3.9565,4.1685,4.181,4.1575
QcQh,74.239,0.452,0,0,0.003,0.223,0.226,0,0,0.678,49.282,50.04,4.1204,3.3791,3.8779,4.1213,4.1315,4.1095
TsTd,74.09,0.446,0,0,0.033,0.386,0.026,0,0,7.467,86.605,5.928,4.2603,3.708,4.2498,4.2459,4.2618,4.2576
TsTh,73.923,0.446,0,0,0.034,0.387,0.025,0,0,7.578,86.87,5.552,4.2237,3.6813,4.2135,4.211,4.225,4.221
TsTc,73.923,0.446,0,0,0.034,0.387,0.025,0,0,7.578,86.87,5.552,4.2237,3.6813,4.2135,4.211,4.225,4.221
Ad8d,73.496,0.444,0,0,0,0.407,0.037,0,0,0,91.599,8.401,4.6207,4.1889,4.5958,4.6134,4.6211,4.6169
JdJc,73.475,0.44,0,0,0.013,0.267,0.16,0,0,2.949,60.758,36.294,4.0295,3.3313,3.8953,4.0249,4.0375,4.0164
JdJh,73.475,0.44,0,0,0.013,0.267,0.16,0,0,2.949,60.757,36.294,4.0295,3.3313,3.8953,4.0249,4.0375,4.0164
JcJh,73.242,0.44,0,0,0.012,0.267,0.161,0,0,2.795,60.715,36.49,3.9986,3.2946,3.8478,3.9952,4.0065,3.9857
9s9d,72.481,0.426,0,0,0.022,0.395,0.009,0,0,5.258,92.707,2.034,4.1379,3.6837,4.1348,4.1257,4.1386,4.1373
9s9c,72.388,0.426,0,0,0.054,0.363,0.01,0,0.002,12.648,85.097,2.252,4.1117,3.6586,4.1112,4.0915,4.1148,4.1103
9s9h,72.388,0.426,0,0,0.054,0.363,0.01,0,0.002,12.648,85.097,2.252,4.1117,3.6586,4.1112,4.0915,4.1148,4.1103
AsQs,72.387,0.4,0,0,0.019,0.299,0.082,0,0,4.709,74.744,20.546,6.3924,6.1793,6.3158,6.3872,6.3944,6.3865
Ad8c,72.023,0.288,0,0,0.076,0.201,0.011,0,0.008,26.468,69.677,3.846,4.0556,3.8299,4.0555,4.0312,4.0648,4.0566
Ad8h,72.023,0.288,0,0,0.076,0.201,0.011,0,0.008,26.468,69.677,3.846,4.0556,3.8299,4.0555,4.0312,4.0648,4.0566
AsJs,71.951,0.514,0,0,0.024,0.415,0.075,0,0,4.728,80.772,14.5,6.4744,6.3532,6.4432,6.4692,6.4755,6.4704
Ac8c,71.864,0.444,0,0,0.055,0.366,0.023,0,0,12.322,82.426,5.251,4.044,3.7923,4.0438,4.0189,4.0479,4.0425
Ah8h,71.864,0.444,0,0,0.055,0.366,0.023,0,0,12.322,82.426,5.251,4.044,3.792,4.0438,4.0189,4.0479,4.0425
Ah8c,71.857,0.288,0,0,0.048,0.226,0.014,0,0.007,16.676,78.538,4.779,4.0464,3.7923,4.0466,4.0224,4.0516,4.0455
Ac8h,71.857,0.288,0,0,0.048,0.226,0.014,0,0.007,16.676,78.538,4.779,4.0464,3.792,4.0466,4.0224,4.0516,4.0455
Ah8d,71.839,0.288,0,0,0.083,0.193,0.012,0,0.017,28.884,66.905,4.193,4.0533,3.6745,4.0533,4.027,4.0646,4.0543
Ac8d,71.839,0.288,0,0,0.083,0.193,0.012,0,0.017,28.884,66.905,4.193,4.0533,3.6745,4.0533,4.027,4.0646,4.0543
TdTc,71.799,0.446,0,0,0.009,0.323,0.114,0,0,2.113,72.31,25.577,3.8369,3.2292,3.7583,3.8325,3.8412,3.8252
TdTh,71.799,0.446,0,0,0.009,0.323,0.114,0,0,2.113,72.31,25.577,3.8369,3.2292,3.7583,3.8325,3.8412,3.8252
Qd8d,71.65,0.328,0,0,0.012,0.25,0.066,0,0,3.57,76.368,20.063,4.1904,3.7914,4.168,4.1844,4.1935,4.1799
TcTh,71.63,0.446,0,0,0.005,0.294,0.147,0,0,1.027,65.938,33.035,3.8047,3.1887,3.7201,3.8024,3.8105,3.7932
Ts8h,71.587,0.476,0,0,0.023,0.4,0.053,0,0,4.859,83.946,11.195,3.7945,3.4269,3.7841,3.7841,3.7958,3.7887
Ts8c,71.587,0.476,0,0,0.023,0.4,0.053,0,0,4.859,83.946,11.195,3.7945,3.4269,3.7841,3.7841,3.7958,3.7887
Ts8d,71.515,0.476,0,0,0.041,0.294,0.141,0,0,8.647,61.703,29.65,3.7772,3.4426,3.7677,3.7662,3.7838,3.7668
Jd8d,71.225,0.492,0,0,0.023,0.39,0.08,0,0,4.603,79.201,16.197,4.0372,3.7094,4.0151,4.029,4.0393,4.0293
9s8h,71.049,0.454,0,0,0.013,0.399,0.042,0,0,2.97,87.811,9.219,3.7195,3.3428,3.6792,3.7143,3.7202,3.7144
9s8c,71.049,0.454,0,0,0.013,0.399,0.042,0,0,2.97,87.811,9.219,3.7195,3.3428,3.6792,3.7143,3.7202,3.7144
9s8d,70.974,0.454,0,0,0.01,0.306,0.138,0,0,2.183,67.346,30.471,3.7045,3.3816,3.6622,3.7,3.7098,3.693
AsTs,70.84,0.43,0,0,0.014,0.355,0.061,0,0,3.141,82.58,14.279,6.5024,6.4568,6.4823,6.4994,6.5032,6.4981
Td8d,70.65,0.386,0,0,0,0.386,0,0,0,0.063,99.937,0,3.9301,3.6757,3.9009,3.9263,3.9301,3.9214
9d9c,70.173,0.426,0,0,0.038,0.32,0.068,0,0,8.946,75.112,15.942,3.7101,3.1823,3.6968,3.6943,3.7137,3.7022
9d9h,70.173,0.426,0,0,0.038,0.32,0.068,0,0,8.946,75.112,15.942,3.7101,3.1823,3.6968,3.6943,3.7137,3.7022
9c9h,70.083,0.426,0,0,0.03,0.301,0.095,0,0,7.055,70.674,22.271,3.6931,3.1489,3.6753,3.6778,3.6977,3.6833
9d8d,70.06,0.39,0,0,0.006,0.384,0,0,0,1.463,98.537,0,3.8315,3.6129,3.787,3.8278,3.8316,3.8159
Qc8c,69.908,0.328,0,0,0.014,0.228,0.087,0,0,4.121,69.448,26.431,3.6875,3.3616,3.6842,3.6794,3.6918,3.6775
Qh8h,69.908,0.328,0,0,0.014,0.228,0.087,0,0,4.121,69.448,26.431,3.6875,3.3616,3.6842,3.6794,3.6918,3.6775
Jc8c,69.621,0.492,0,0,0.026,0.334,0.132,0,0,5.268,67.859,26.873,3.5927,3.2269,3.5854,3.5814,3.5975,3.5825
Jh8h,69.621,0.492,0,0,0.026,0.334,0.132,0,0,5.268,67.859,26.873,3.5927,3.2269,3.5854,3.5814,3.5975,3.5825
Td8h,69.278,0.476,0,0,0.034,0.311,0.131,0,0,7.073,65.306,27.621,3.503,3.1865,3.491,3.4942,3.5078,3.494
Td8c,69.278,0.476,0,0,0.034,0.311,0.131,0,0,7.073,65.306,27.621,3.503,3.1865,3.491,3.4942,3.5078,3.494
Tc8h,69.109,0.476,0,0,0.029,0.364,0.082,0,0,6.19,76.495,17.315,3.4841,3.1408,3.4729,3.4736,3.4868,3.4758
Th8c,69.109,0.476,0,0,0.029,0.364,0.082,0,0,6.19,76.495,17.315,3.4841,3.1408,3.4726,3.4736,3.4868,3.4758
Tc8c,69.094,0.386,0,0,0.021,0.294,0.071,0,0,5.399,76.153,18.449,3.4852,3.1421,3.4726,3.4746,3.4879,3.4769
Th8h,69.094,0.386,0,0,0.021,0.294,0.071,0,0,5.399,76.153,18.448,3.4852,3.1421,3.4729,3.4746,3.4879,3.4769
Th8d,69.034,0.476,0,0,0.032,0.291,0.153,0,0,6.663,61.216,32.121,3.4739,3.1864,3.4563,3.4632,3.4806,3.4634
Tc8d,69.034,0.476,0,0,0.032,0.291,0.153,0,0,6.663,61.216,32.121,3.4739,3.1864,3.4563,3.4632,3.4806,3.4634
As9s,68.998,0.526,0,0,0.028,0.406,0.092,0.001,0.003,5.299,77.229,17.468,6.2406,6.2404,6.2405,6.2347,6.2421,6.2359
8c7s,68.959,0.046,0,0,0.012,0.028,0.006,0,0,25.86,60.072,14.069,3.7065,3.2924,3.6466,3.6876,3.7155,3.7029
8h7s,68.959,0.046,0,0,0.012,0.028,0.006,0,0,25.86,60.072,14.069,3.7065,3.2924,3.6466,3.6876,3.7155,3.7029
8d7s,68.886,0.046,0,0,0.006,0.015,0.026,0,0,12.028,31.946,56.025,3.6867,3.3565,3.6221,3.6694,3.6958,3.6853
9d8h,68.66,0.454,0,0,0.007,0.275,0.172,0,0,1.502,60.68,37.819,3.4101,3.0859,3.3539,3.4093,3.4163,3.4002
9d8c,68.66,0.454,0,0,0.007,0.275,0.172,0,0,1.502,60.68,37.819,3.4102,3.0859,3.3539,3.4093,3.4163,3.4004
9h8h,68.568,0.39,0,0,0.003,0.297,0.089,0,0,0.869,76.23,22.9,3.4097,3.0546,3.3508,3.4078,3.4122,3.4016
9c8c,68.568,0.39,0,0,0.003,0.297,0.089,0,0,0.869,76.23,22.9,3.4097,3.0554,3.3507,3.4078,3.4122,3.4016
9h8c,68.56,0.454,0,0,0.006,0.353,0.095,0,0,1.27,77.8,20.93,3.4083,3.0554,3.3507,3.406,3.4105,3.4002
9c8h,68.56,0.454,0,0,0.006,0.353,0.095,0,0,1.27,77.8,20.93,3.4083,3.0546,3.3508,3.406,3.4105,3.4002
9c8d,68.481,0.454,0,0,0.009,0.278,0.167,0,0,2.065,61.214,36.72,3.3997,3.1234,3.3327,3.3964,3.4059,3.3897
9h8d,68.481,0.454,0,0,0.009,0.278,0.167,0,0,2.065,61.214,36.72,3.3997,3.1234,3.3327,3.3964,3.4059,3.3897
8d7d,67.95,0.4,0,0,0.023,0.377,0,0,0,5.772,94.228,0,3.7444,3.5509,3.7167,3.7362,3.7449,3.7427
8d6d,67.583,0.502,0,0,0.034,0.432,0.037,0,0,6.726,85.973,7.301,3.7059,3.5424,3.67,3.6953,3.707,3.702
8d5d,67.462,0.494,0,0,0.043,0.39,0.06,0,0,8.723,79.049,12.228,3.6854,3.5252,3.645,3.6742,3.6874,3.6801
8c7d,66.454,0.046,0,0,0,0.015,0.031,0,0,0,32.706,67.294,3.3555,2.9959,3.2621,3.3378,3.3592,3.3538
8h7d,66.454,0.046,0,0,0,0.015,0.031,0,0,0,32.706,67.294,3.3555,2.9959,3.2621,3.3378,3.3592,3.3538
8c7h,66.432,0.046,0,0,0.007,0.034,0.005,0,0,15.645,73.774,10.581,3.3429,2.978,3.2693,3.335,3.3457,3.3348
8h7c,66.432,0.046,0,0,0.007,0.034,0.005,0,0,15.645,73.774,10.581,3.3429,2.978,3.2694,3.335,3.3457,3.3348
8c7c,66.413,0.4,0,0,0.022,0.327,0.052,0,0,5.451,81.632,12.917,3.332,2.98,3.2694,3.322,3.3338,3.3252
8h7h,66.413,0.4,0,0,0.022,0.327,0.052,0,0,5.451,81.632,12.917,3.332,2.98,3.2693,3.322,3.3338,3.3252
8d7h,66.356,0.046,0,0,0,0.027,0.019,0,0,0,57.87,42.13,3.3365,3.066,3.2487,3.3304,3.3412,3.33
